start_date,property_name,property_type,meter_name,meter_type,use_per_day,gross_floor_area
2013-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,92.20689655172414,5072
2013-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,111.23333333333333,5072
2013-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,79.56666666666666,5072
2013-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,94.86206896551724,5072
2013-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,73.13333333333334,5072
2013-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,74.48275862068965,5072
2013-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,82.46666666666667,5072
2014-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,92.56666666666666,5072
2014-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,93.11111111111111,5072
2014-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,83.56666666666666,5072
2014-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,64.24137931034483,5072
2014-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,61,5072
2014-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,68.3103448275862,5072
2014-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,82.03333333333333,5072
2014-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,75.4,5072
2014-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,52.96551724137931,5072
2014-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,37.733333333333334,5072
2014-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,43.41379310344828,5072
2014-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,45.233333333333334,5072
2015-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,65.6,5072
2015-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,66.81481481481481,5072
2015-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,62.5,5072
2015-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,54.26620689655172,5072
2015-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,59.322,5072
2015-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,53.05068965517241,5072
2015-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,54.92633333333333,5072
2015-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,32.419333333333334,5072
2015-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,38.16620689655172,5072
2015-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,35.577999999999996,5072
2015-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,32.22896551724138,5072
2015-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,34.22566666666667,5072
2016-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,54.88533333333333,5072
2016-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,66.44642857142857,5072
2016-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,57.96666666666667,5072
2016-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,42.783793103448275,5072
2016-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,41.622,5072
2016-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,45.172413793103445,5072
2016-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,56.617333333333335,5072
2016-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,50.15266666666666,5072
2016-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,45.37931034482759,5072
2016-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,34.64933333333333,5072
2016-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,33.5851724137931,5072
2016-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,42.67366666666667,5072
2017-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,49.07066666666666,5072
2017-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,39.928888888888885,5072
2017-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,35.334666666666664,5072
2017-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,31.91896551724138,5072
2017-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,51.413333333333334,5072
2017-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,79.29310344827586,5072
2017-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,60.076,5072
2017-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,26.035,5072
2017-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,32.75551724137931,5072
2017-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,41.27466666666667,5072
2017-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,44.506206896551724,5072
2017-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,49.881,5072
2018-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,54.324666666666666,5072
2018-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,63.48148148148148,5072
2018-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,59.63333333333333,5072
2018-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,53.206896551724135,5072
2018-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,44.23633333333333,5072
2018-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,82.78379310344828,5072
2018-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,91.77199999999999,5072
2018-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,58.324,5072
2018-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,40.505172413793105,5072
2018-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,29.748333333333335,5072
2018-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,43.92655172413793,5072
2018-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,70.157,5072
2019-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,80.21066666666667,5072
2019-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,84.87481481481481,5072
2019-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,75.06333333333333,5072
2019-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,44.33275862068966,5072
2019-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,33.40566666666667,5072
2019-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,54.50896551724138,5072
2019-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,76.107,5072
2019-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,52.95,5072
2019-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,34.41379310344828,5072
2019-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,31.866666666666667,5072
2019-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,45,5072
2019-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,58.9,5072
2020-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,58.4,5072
2020-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,40.107142857142854,5072
2020-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,3.7666666666666666,5072
2020-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,0,5072
2020-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,0,5072
2020-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,2.5172413793103448,5072
2020-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,6.666666666666667,5072
2020-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,25.899,5072
2020-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,25.79413793103448,5072
2020-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,20.471,5072
2020-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,29.76551724137931,5072
2020-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,33.842,5072
2021-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,40.83133333333333,5072
2021-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,49.53370370370371,5072
2021-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,17.31566666666667,5072
2021-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,15.697931034482759,5072
2021-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,20.298333333333336,5072
2021-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,35.95655172413793,5072
2021-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,48.10633333333333,5072
2021-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,46.76166666666666,5072
2021-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,29.711379310344828,5072
2021-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,21.16433333333333,5072
2021-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,21.771379310344827,5072
2021-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,29.304,5072
2022-01-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,34.525,5072
2022-02-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,30.665185185185187,5072
2022-03-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,25.131666666666668,5072
2022-04-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,18.774137931034485,5072
2022-05-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,22.655666666666665,5072
2022-06-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,38.913448275862066,5072
2022-07-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,42.49466666666667,5072
2022-08-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,25.788999999999998,5072
2022-09-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,20.291724137931034,5072
2022-10-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,20.863999999999997,5072
2022-11-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,29.953793103448273,5072
2022-12-01T00:00:00Z,Ordway Nature Center,Mixed Use Property,Ordway Nature Center Electric,Electric - Grid,38.37433333333333,5072
2013-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.655172413793103,1265
2013-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,22.533333333333335,1265
2013-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,20.533333333333335,1265
2013-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,19.551724137931036,1265
2013-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.533333333333333,1265
2013-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.17241379310345,1265
2013-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.033333333333333,1265
2014-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.866666666666667,1265
2014-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.85185185185185,1265
2014-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.766666666666666,1265
2014-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,20.137931034482758,1265
2014-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,26.4,1265
2014-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,32.37931034482759,1265
2014-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,30.266666666666666,1265
2014-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,23.033333333333335,1265
2014-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.448275862068964,1265
2014-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.6,1265
2014-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.448275862068964,1265
2014-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.233333333333333,1265
2015-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.333333333333332,1265
2015-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.962962962962962,1265
2015-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.133333333333333,1265
2015-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.635862068965517,1265
2015-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.868333333333332,1265
2015-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,22.68551724137931,1265
2015-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,23.725666666666665,1265
2015-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,21.247333333333334,1265
2015-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,19.810689655172414,1265
2015-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.404666666666666,1265
2015-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.801724137931034,1265
2015-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.328,1265
2016-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.275333333333332,1265
2016-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.035714285714286,1265
2016-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.7,1265
2016-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.551724137931034,1265
2016-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.566666666666666,1265
2016-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.75862068965517,1265
2016-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,20.441,1265
2016-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,18.788666666666664,1265
2016-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.861034482758622,1265
2016-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.766,1265
2016-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.802413793103447,1265
2016-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.567333333333332,1265
2017-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.802333333333333,1265
2017-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.473703703703704,1265
2017-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.219666666666665,1265
2017-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.315172413793103,1265
2017-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.043000000000001,1265
2017-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.073103448275862,1265
2017-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.029999999999998,1265
2017-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.874333333333333,1265
2017-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,18.4151724137931,1265
2017-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.624,1265
2017-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.080689655172414,1265
2017-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.844666666666665,1265
2018-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.753333333333334,1265
2018-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.278518518518517,1265
2018-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.01366666666667,1265
2018-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.098275862068967,1265
2018-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.34466666666667,1265
2018-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,23.08241379310345,1265
2018-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,24.342333333333332,1265
2018-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,21.959999999999997,1265
2018-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,18.557241379310344,1265
2018-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.118666666666666,1265
2018-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.03896551724138,1265
2018-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.562000000000001,1265
2019-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.300999999999998,1265
2019-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.31074074074074,1265
2019-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.18,1265
2019-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.547586206896552,1265
2019-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.265333333333333,1265
2019-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.61551724137931,1265
2019-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,22.199666666666666,1265
2019-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,21.599,1265
2019-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.32551724137931,1265
2019-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.266666666666667,1265
2019-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.241379310344827,1265
2019-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.733333333333333,1265
2020-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.453666666666667,1265
2020-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,15.8025,1265
2020-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.366666666666667,1265
2020-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,9.689655172413794,1265
2020-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,9.433333333333334,1265
2020-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,10.241379310344827,1265
2020-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,14.566666666666666,1265
2020-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.406666666666666,1265
2020-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,10.495862068965517,1265
2020-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,10.411666666666667,1265
2020-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,10.569310344827587,1265
2020-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,10.779,1265
2021-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,10.636333333333333,1265
2021-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,11.260370370370369,1265
2021-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,10.173666666666666,1265
2021-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,9.604137931034483,1265
2021-05-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,11.440333333333333,1265
2021-06-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.203793103448277,1265
2021-07-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,16.857,1265
2021-08-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,17.025666666666666,1265
2021-09-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,13.634482758620688,1265
2021-10-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.929,1265
2021-11-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.379999999999999,1265
2021-12-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.213,1265
2022-01-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,11.701666666666666,1265
2022-02-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.20111111111111,1265
2022-03-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.843333333333334,1265
2022-04-01T00:00:00Z,1653 Lincoln Ave,Office,1653 Lincoln Electric,Electric - Grid,12.289655172413791,1265
